Log Time,RPM,TPS,IAP,HO2,HO2 Wideband,IGN,STP,GEAR,CLUTCH,NT,BOOST,IP,AP,CLT,IAT,BATT,PAIR,FUEL1,FUEL2,FUEL3,FUEL4,HOX_ON,ECU_COV1,IAP_8bit,PRESSURE,ECU_AN15,DUTY,TARGET_BOOST,OVERBOOST,GEAR_IGN_RETARD,BOOST_IGN_RETARD,TOTAL_IGN_RETARD,PRIMARY_INJ,SECONDARY_INJ,New Data Rate %,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.218,128,241,18,52,97,8,8,1,5,161,1,16,161,1,98,255,255,15,0,58,131,70,71,185,179,88,0,255,116,41,255,6,49,6,44,6,45,6,124,255,255,82,82,82,82,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:04.293,58,56,90,360,82,26,0,Out,TRUE,255,128,184,70,5,179,0,1685,1660,1679,1641,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.293,128,241,18,52,97,8,8,1,5,161,1,16,161,1,106,255,255,14,172,58,128,70,72,184,179,90,0,255,116,41,255,6,149,6,124,6,143,6,105,255,255,82,82,82,82,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:04.368,58,56,88,352,81,26,0,Out,TRUE,255,128,184,71,8,177,0,1605,1583,1586,1662,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.368,128,241,18,52,97,8,8,1,5,161,1,16,161,1,98,255,255,14,186,58,128,71,72,184,177,88,0,255,116,41,255,6,69,6,47,6,50,6,126,255,255,81,81,81,82,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:04.443,58,64,88,352,81,26,0,Out,TRUE,255,121,185,70,5,177,0,1739,1583,1683,1669,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.443,128,241,18,52,97,8,8,1,5,161,1,16,161,1,98,255,255,14,105,58,121,70,72,185,177,88,0,255,116,41,255,6,203,6,47,6,147,6,133,255,255,80,81,81,81,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:04.518,57,64,88,352,80,26,0,Out,TRUE,255,120,184,70,8,177,0,1624,1645,1568,1656,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.518,128,241,18,52,97,8,8,1,5,161,1,16,161,1,98,255,255,15,56,57,120,70,72,184,177,88,0,255,116,41,255,6,88,6,109,6,32,6,120,255,255,81,80,81,81,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:04.593,58,63,88,352,81,26,0,Out,TRUE,255,121,184,71,5,179,0,1725,1597,1645,1633,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.593,128,241,18,52,97,8,8,1,5,161,1,16,161,1,98,255,255,14,129,58,121,71,71,184,179,88,0,255,116,41,255,6,189,6,61,6,109,6,97,255,255,81,81,80,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:04.667,58,63,86,344,81,26,0,Out,TRUE,255,121,184,70,8,180,0,1697,1616,1617,1656,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.667,128,241,18,52,97,8,8,1,5,161,1,16,161,1,90,255,255,14,212,58,121,70,72,184,180,86,0,255,116,41,255,6,161,6,80,6,81,6,120,255,255,81,81,81,81,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:04.743,58,62,86,344,81,26,0,Out,TRUE,255,122,184,70,5,177,0,1643,1602,1616,1640,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.743,128,241,18,52,97,8,8,1,5,161,1,16,161,1,91,255,255,14,231,58,122,70,71,184,177,86,0,255,116,41,255,6,107,6,66,6,80,6,104,255,255,81,81,80,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:04.818,58,63,86,344,81,26,0,Out,TRUE,255,121,184,71,8,180,0,1608,1549,1577,1583,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.818,128,241,18,52,97,8,8,1,5,161,1,16,161,1,91,255,255,15,58,58,121,71,72,184,180,86,0,255,116,41,255,6,72,6,13,6,41,6,47,255,255,81,81,81,81,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:04.893,58,62,85,340,80,26,0,Out,TRUE,255,122,184,71,5,179,0,1587,1587,1600,1596,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.893,128,241,18,52,97,8,8,1,5,161,1,16,161,1,86,255,255,14,247,58,122,71,72,184,179,85,0,255,116,41,255,6,51,6,51,6,64,6,60,255,255,80,80,80,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:04.967,58,62,86,344,80,26,0,Out,TRUE,255,122,184,70,8,178,0,1590,1541,1538,1588,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:04.967,128,241,18,52,97,8,8,1,5,161,1,16,161,1,91,255,255,15,119,58,122,70,71,184,178,86,0,255,116,41,255,6,54,6,5,6,2,6,52,255,255,80,80,80,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.043,58,64,86,344,80,26,0,Out,TRUE,255,120,184,70,5,177,0,1548,1520,1534,1620,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.043,128,241,18,52,97,8,8,1,5,161,1,16,161,1,90,255,255,14,244,58,120,70,72,184,177,86,0,255,116,41,255,6,12,5,240,5,254,6,84,255,255,80,80,80,81,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.120,58,63,86,344,81,26,0,Out,TRUE,255,121,184,70,8,179,0,1626,1587,1590,1673,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.120,128,241,18,52,97,8,8,1,5,161,1,16,161,1,91,255,255,14,164,58,121,70,71,184,179,86,0,255,116,40,255,6,90,6,51,6,54,6,137,255,255,81,81,81,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.195,57,62,85,340,80,26,0,Out,TRUE,255,122,184,70,5,180,0,1609,1595,1584,1700,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.195,128,241,18,52,97,8,8,1,5,161,1,16,161,1,86,255,255,14,131,57,122,70,72,184,180,85,0,255,116,40,255,6,73,6,59,6,48,6,164,255,255,80,80,80,80,255,26,255,255,25,48,0,13,0,255,255,0,
00:00:05.271,58,59,85,340,80,26,0,Out,TRUE,255,125,184,71,8,177,0,1667,1625,1641,1657,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.271,128,241,18,52,97,8,8,1,5,161,1,16,161,1,86,255,255,14,196,58,125,71,72,184,177,85,0,255,116,40,255,6,131,6,89,6,105,6,121,255,255,80,80,80,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.345,58,60,81,324,80,26,0,Out,TRUE,255,124,184,70,5,179,0,1614,1625,1601,1667,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.345,128,241,18,52,97,8,8,1,5,161,1,16,161,1,71,255,255,14,106,58,124,70,71,184,179,81,0,255,116,40,255,6,78,6,89,6,65,6,131,255,255,80,80,81,81,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.420,57,60,81,324,81,26,0,Out,TRUE,255,124,184,71,8,178,0,1633,1586,1613,1635,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.420,128,241,18,52,97,8,8,1,5,161,1,16,161,1,71,255,255,15,53,57,124,71,72,184,178,81,0,255,116,40,255,6,97,6,50,6,77,6,99,255,255,81,81,81,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.495,58,64,81,324,81,26,0,Out,TRUE,255,121,185,71,5,178,0,1539,1552,1516,1566,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.495,128,241,18,52,97,8,8,1,5,161,1,16,161,1,70,255,255,15,94,58,121,71,72,185,178,81,0,255,116,40,255,6,3,6,16,5,236,6,30,255,255,81,81,81,81,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.571,58,62,81,324,81,26,0,Out,TRUE,255,123,185,71,8,180,0,1593,1510,1557,1574,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.571,128,241,18,52,97,8,8,1,5,161,1,16,161,1,71,255,255,14,194,58,123,71,71,185,180,81,0,255,116,40,255,6,57,5,230,6,21,6,38,255,255,80,81,81,81,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.645,58,59,81,324,80,26,0,Out,TRUE,255,125,184,71,5,179,0,1593,1553,1543,1598,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.645,128,241,18,52,97,8,8,1,5,161,1,16,161,1,70,255,255,15,47,58,125,71,72,184,179,81,0,255,116,40,255,6,57,6,17,6,7,6,62,255,255,80,80,81,81,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.720,58,61,81,324,80,26,0,Out,TRUE,255,123,184,71,8,178,0,1576,1518,1532,1569,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.720,128,241,18,52,97,8,8,1,5,161,1,16,161,1,71,255,255,15,15,58,123,71,72,184,178,81,0,255,116,39,255,6,40,5,238,5,252,6,33,255,255,80,80,80,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.798,58,61,81,324,80,26,0,Out,TRUE,255,123,184,71,5,179,0,1564,1524,1521,1574,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.798,128,241,18,52,97,8,8,1,5,161,1,16,161,1,70,255,255,14,254,58,123,71,71,184,179,81,0,255,116,39,255,6,28,5,244,5,241,6,38,255,255,80,80,80,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.873,57,61,81,324,80,26,0,Out,TRUE,255,124,185,71,8,180,0,1558,1532,1532,1578,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.873,128,241,18,52,97,8,8,1,5,161,1,16,161,1,70,255,255,15,38,57,124,71,71,185,180,81,0,255,116,39,255,6,22,5,252,5,252,6,42,255,255,80,80,80,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:05.947,57,58,79,316,80,26,0,Out,TRUE,255,126,184,71,5,179,0,1556,1504,1553,1578,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:05.947,128,241,18,52,97,8,8,1,5,161,1,16,161,1,63,255,255,14,137,57,126,71,72,184,179,79,0,255,116,39,255,6,20,5,224,6,17,6,42,255,255,80,80,80,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.022,58,56,78,312,80,26,0,Out,TRUE,255,128,184,71,8,180,0,1592,1598,1553,1665,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.022,128,241,18,52,97,8,8,1,5,161,1,16,161,1,58,255,255,14,64,58,128,71,72,184,180,78,0,255,116,39,255,6,56,6,62,6,17,6,129,255,255,79,80,79,80,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.098,58,58,77,308,79,26,0,Out,TRUE,255,127,185,71,5,177,0,1611,1549,1595,1589,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.098,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,14,148,58,127,71,72,185,177,77,0,255,116,39,255,6,75,6,13,6,59,6,53,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.173,57,58,77,308,79,26,0,Out,TRUE,255,126,184,71,8,180,0,1587,1559,1557,1628,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.173,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,14,139,57,126,71,72,184,180,77,0,255,116,39,255,6,51,6,23,6,21,6,92,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.247,58,60,78,312,79,26,0,Out,TRUE,255,124,184,71,5,177,0,1601,1562,1581,1634,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.247,128,241,18,52,97,8,8,1,5,161,1,16,161,1,59,255,255,14,57,58,124,71,71,184,177,78,0,255,116,39,255,6,65,6,26,6,45,6,98,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.322,57,61,77,308,79,26,0,Out,TRUE,255,124,185,71,8,179,0,1640,1628,1610,1634,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.322,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,14,47,57,124,71,72,185,179,77,0,255,116,39,255,6,104,6,92,6,74,6,98,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.398,58,62,77,308,79,26,0,Out,TRUE,255,122,184,71,5,177,0,1578,1540,1564,1647,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.398,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,14,212,58,122,71,71,184,177,77,0,255,116,39,255,6,42,6,4,6,28,6,111,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.473,57,60,77,308,79,26,0,Out,TRUE,255,124,184,71,8,179,0,1653,1689,1635,1600,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.473,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,14,19,57,124,71,71,184,179,77,0,255,116,39,255,6,117,6,153,6,99,6,64,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.547,58,56,82,328,79,26,0,Out,TRUE,255,128,184,71,5,178,0,1673,1662,1657,1720,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.547,128,241,18,52,97,8,8,1,5,161,1,16,161,1,73,255,255,13,230,58,128,71,72,184,178,82,0,255,116,39,255,6,137,6,126,6,121,6,184,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.622,58,53,80,320,79,26,0,Out,TRUE,255,131,184,71,8,180,0,1673,1616,1592,1655,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.622,128,241,18,52,97,8,8,1,5,161,1,16,161,1,67,255,255,14,215,58,131,71,72,184,180,80,0,255,116,39,255,6,137,6,80,6,56,6,119,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.698,58,54,80,320,79,26,0,Out,TRUE,255,130,184,71,5,179,0,1604,1547,1560,1600,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.698,128,241,18,52,97,8,8,1,5,161,1,16,161,1,66,255,255,14,130,58,130,71,71,184,179,80,0,255,116,39,255,6,68,6,11,6,24,6,64,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.775,57,59,79,316,79,26,0,Out,TRUE,255,125,184,71,8,179,0,1587,1577,1622,1642,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.775,128,241,18,52,97,8,8,1,5,161,1,16,161,1,63,255,255,14,41,57,125,71,72,184,179,79,0,255,116,39,255,6,51,6,41,6,86,6,106,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.850,58,62,82,328,79,26,0,Out,TRUE,255,122,184,71,5,178,0,1630,1595,1606,1636,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.850,128,241,18,52,97,8,8,1,5,161,1,16,161,1,75,255,255,14,72,58,122,71,71,184,178,82,0,255,116,39,255,6,94,6,59,6,70,6,100,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:06.925,57,61,82,328,79,26,0,Out,TRUE,255,123,184,71,8,179,0,1639,1580,1597,1689,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:06.925,128,241,18,52,97,8,8,1,5,161,1,16,161,1,74,255,255,14,132,57,123,71,71,184,179,82,0,255,116,39,255,6,103,6,44,6,61,6,153,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.000,58,57,85,340,79,26,0,Out,TRUE,255,127,184,71,5,180,0,1612,1557,1581,1624,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.000,128,241,18,52,97,8,8,1,5,161,1,16,161,1,87,255,255,14,141,58,127,71,71,184,180,85,0,255,116,39,255,6,76,6,21,6,45,6,88,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.075,57,51,85,340,79,26,0,Out,TRUE,255,133,184,71,8,177,0,1631,1610,1595,1624,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.075,128,241,18,52,97,8,8,1,5,161,1,16,161,1,87,255,255,14,47,57,133,71,72,184,177,85,0,255,116,39,255,6,95,6,74,6,59,6,88,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.153,57,54,83,332,79,26,0,Out,TRUE,255,131,185,71,5,179,0,1595,1555,1586,1653,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.153,128,241,18,52,97,8,8,1,5,161,1,16,161,1,76,255,255,14,163,57,131,71,71,185,179,83,0,255,116,39,255,6,59,6,19,6,50,6,117,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.227,58,58,81,324,79,26,0,Out,TRUE,255,126,184,71,8,177,0,1618,1608,1584,1603,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.227,128,241,18,52,97,8,8,1,5,161,1,16,161,1,70,255,255,14,9,58,126,71,71,184,177,81,0,255,116,39,255,6,82,6,72,6,48,6,67,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.307,57,62,81,324,79,26,0,Out,TRUE,255,122,184,71,5,180,0,1580,1560,1579,1651,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.307,128,241,18,52,97,8,8,1,5,161,1,16,161,1,71,255,255,14,181,57,122,71,71,184,180,81,0,255,116,39,255,6,44,6,24,6,43,6,115,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.382,58,63,81,324,79,26,0,Out,TRUE,255,121,184,71,8,179,0,1667,1550,1564,1617,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.382,128,241,18,52,97,8,8,1,5,161,1,16,161,1,71,255,255,14,99,58,121,71,72,184,179,81,0,255,116,39,255,6,131,6,14,6,28,6,81,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.458,57,59,81,324,79,26,0,Out,TRUE,255,125,184,71,5,181,0,1612,1595,1601,1643,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.458,128,241,18,52,97,8,8,1,5,161,1,16,161,1,70,255,255,14,117,57,125,71,72,184,181,81,0,255,116,39,255,6,76,6,59,6,65,6,107,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.533,58,54,81,324,79,26,0,Out,TRUE,255,130,184,71,8,178,0,1596,1545,1578,1610,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.533,128,241,18,52,97,8,8,1,5,161,1,16,161,1,70,255,255,14,109,58,130,71,72,184,178,81,0,255,116,39,255,6,60,6,9,6,42,6,74,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.607,57,53,81,324,79,26,0,Out,TRUE,255,131,184,71,5,180,0,1616,1611,1606,1658,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.607,128,241,18,52,97,8,8,1,5,161,1,16,161,1,71,255,255,14,117,57,131,71,72,184,180,81,0,255,116,39,255,6,80,6,75,6,70,6,122,255,255,79,79,79,79,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.682,57,58,81,324,78,26,0,Out,TRUE,255,126,184,71,8,179,0,1612,1532,1606,1562,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.682,128,241,18,52,97,8,8,1,5,161,1,16,161,1,70,255,255,15,15,57,126,71,71,184,179,81,0,255,116,39,255,6,76,5,252,6,70,6,26,255,255,79,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.757,58,58,81,324,78,26,0,Out,TRUE,255,126,184,71,5,178,0,1560,1552,1507,1626,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.757,128,241,18,52,97,8,8,1,5,161,1,16,161,1,70,255,255,14,18,58,126,71,71,184,178,81,0,255,116,39,255,6,24,6,16,5,227,6,90,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.833,58,64,81,324,78,26,0,Out,TRUE,255,121,185,71,8,179,0,1659,1580,1624,1654,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.833,128,241,18,52,97,8,8,1,5,161,1,16,161,1,69,255,255,14,149,58,121,71,72,185,179,81,0,255,116,39,255,6,123,6,44,6,88,6,118,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.907,58,61,81,324,78,26,0,Out,TRUE,255,123,184,71,5,178,0,1643,1620,1578,1739,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.907,128,241,18,52,97,8,8,1,5,161,1,16,161,1,68,255,255,14,41,58,123,71,72,184,178,81,0,255,116,39,255,6,107,6,84,6,42,6,203,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:07.982,58,58,81,324,78,26,0,Out,TRUE,255,127,185,71,8,178,0,1789,1620,1734,1702,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:07.982,128,241,18,52,97,8,8,1,5,161,1,16,161,1,71,255,255,14,41,58,127,71,72,185,178,81,0,255,116,39,255,6,253,6,84,6,198,6,166,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:08.057,58,55,79,316,78,26,0,Out,TRUE,255,129,184,71,5,177,0,1679,1688,1607,1670,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:08.057,128,241,18,52,97,8,8,1,5,161,1,16,161,1,63,255,255,14,105,58,129,71,72,184,177,79,0,255,116,39,255,6,143,6,152,6,71,6,134,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:08.133,58,56,79,316,78,26,0,Out,TRUE,255,128,184,71,8,179,0,1742,1674,1765,1747,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:08.133,128,241,18,52,97,8,8,1,5,161,1,16,161,1,62,255,255,14,54,58,128,71,71,184,179,79,0,255,116,36,255,6,206,6,138,6,229,6,211,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:08.209,58,59,78,312,78,26,0,Out,TRUE,255,125,184,71,5,179,0,1610,1633,1582,1643,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:08.209,128,241,18,52,97,8,8,1,5,161,1,16,161,1,58,255,255,14,226,58,125,71,71,184,179,78,0,255,116,36,255,6,74,6,97,6,46,6,107,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:08.284,58,56,77,308,78,26,0,Out,TRUE,255,129,185,71,8,180,0,1610,1568,1670,1638,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:08.284,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,14,67,58,129,71,71,185,180,77,0,255,116,36,255,6,74,6,32,6,134,6,102,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:08.360,58,58,77,308,78,26,0,Out,TRUE,255,126,184,71,5,179,0,1706,1703,1707,1745,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:08.360,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,14,126,58,126,71,72,184,179,77,0,255,116,36,255,6,170,6,167,6,171,6,209,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:08.435,59,58,77,308,78,26,0,Out,TRUE,255,126,184,71,8,178,0,1701,1637,1709,1696,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:08.435,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,14,158,59,126,71,72,184,178,77,0,255,116,36,255,6,165,6,101,6,173,6,160,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:08.509,59,57,77,308,78,26,0,Out,TRUE,255,127,184,71,5,179,0,1733,1658,1652,1690,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:08.509,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,15,116,59,127,71,72,184,179,77,0,255,116,36,255,6,197,6,122,6,116,6,154,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
00:00:08.584,59,58,77,308,78,26,0,Out,TRUE,255,126,184,71,8,180,0,1688,1651,1648,1744,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,
00:00:08.584,128,241,18,52,97,8,8,1,5,161,1,16,161,1,55,255,255,15,110,59,126,71,72,184,180,77,0,255,116,36,255,6,152,6,115,6,112,6,208,255,255,78,78,78,78,255,26,255,255,25,48,0,5,0,255,255,0,
